atl_id	date	time	lat	lon	domain_latMin	domain_latMax	domain_lonMin	domain_lonMax
atl_430	2007-01-16	18:00	45	302.5	30	60	272.5	392.5
atl_431	2007-01-19	18:00	42.5	295	30	60	265	385
atl_432	2007-01-21	06:00	40	310	30	60	280	400
atl_433	2007-01-29	06:00	40	300	30	60	270	390
atl_434	2007-02-01	00:00	40	305	30	60	275	395
atl_435	2007-02-03	00:00	42.5	300	30	60	270	390
atl_436	2007-02-04	06:00	40	332.5	30	60	302.5	422.5
atl_437	2007-02-08	06:00	40	307.5	30	60	277.5	397.5
atl_438	2007-02-12	00:00	42.5	320	30	60	290	410
atl_439	2007-02-19	18:00	45	307.5	30	60	277.5	397.5
atl_440	2007-03-02	18:00	40	287.5	30	60	257.5	377.5
atl_441	2007-03-17	06:00	40	287.5	30	60	257.5	377.5
atl_442	2007-03-25	18:00	40	302.5	30	60	272.5	392.5
atl_443	2007-11-03	00:00	40	330	30	60	300	420
atl_444	2007-11-09	18:00	45	307.5	30	60	277.5	397.5
atl_445	2007-11-10	18:00	40	297.5	30	60	267.5	387.5
atl_446	2007-11-22	18:00	42.5	287.5	30	60	257.5	377.5
atl_447	2007-12-02	00:00	42.5	307.5	30	60	277.5	397.5
atl_448	2007-12-03	18:00	40	292.5	30	60	262.5	382.5
atl_449	2007-12-07	00:00	45	310	30	60	280	400
atl_450	2007-12-10	00:00	45	322.5	30	60	292.5	412.5
atl_451	2007-12-12	18:00	45	302.5	30	60	272.5	392.5
atl_452	2007-12-14	18:00	40	307.5	30	60	277.5	397.5
atl_453	2007-12-15	06:00	45	320	30	60	290	410
atl_454	2007-12-16	18:00	40	287.5	30	60	257.5	377.5
atl_455	2007-12-17	18:00	42.5	340	30	60	310	430
atl_456	2007-12-21	00:00	42.5	302.5	30	60	272.5	392.5
atl_457	2007-12-30	06:00	45	300	30	60	270	390
atl_458	2007-12-31	18:00	42.5	297.5	30	60	267.5	387.5
atl_459	2008-01-17	00:00	42.5	312.5	30	60	282.5	402.5
atl_460	2008-01-20	18:00	42.5	302.5	30	60	272.5	392.5
atl_461	2008-01-23	06:00	45	297.5	30	60	267.5	387.5
atl_462	2008-02-09	18:00	42.5	315	30	60	285	405
atl_463	2008-02-10	18:00	42.5	300	30	60	270	390
atl_464	2008-02-14	00:00	42.5	290	30	60	260	380
atl_465	2008-02-14	06:00	42.5	330	30	60	300	420
atl_466	2008-02-23	06:00	40	295	30	60	265	385
atl_467	2008-02-27	00:00	40	285	30	60	255	375
atl_468	2008-02-27	00:00	40	317.5	30	60	287.5	407.5
atl_469	2008-03-02	00:00	42.5	295	30	60	265	385
atl_470	2008-03-13	00:00	40	297.5	30	60	267.5	387.5
atl_471	2008-03-13	18:00	45	335	30	60	305	425
atl_472	2008-03-16	00:00	42.5	300	30	60	270	390
atl_473	2008-03-20	06:00	42.5	287.5	30	60	257.5	377.5
atl_474	2008-03-25	18:00	40	302.5	30	60	272.5	392.5
atl_475	2008-11-17	06:00	40	322.5	30	60	292.5	412.5
atl_476	2008-11-26	00:00	42.5	287.5	30	60	257.5	377.5
atl_477	2008-12-07	18:00	42.5	295	30	60	265	385
atl_478	2008-12-20	06:00	40	297.5	30	60	267.5	387.5
atl_479	2008-12-22	00:00	42.5	292.5	30	60	262.5	382.5
atl_480	2008-12-25	18:00	42.5	332.5	30	60	302.5	422.5
atl_481	2008-12-28	00:00	42.5	327.5	30	60	297.5	417.5
atl_482	2009-01-03	18:00	42.5	305	30	60	275	395
atl_483	2009-01-09	18:00	40	305	30	60	275	395
atl_484	2009-02-01	00:00	40	302.5	30	60	272.5	392.5
atl_485	2009-02-09	00:00	45	340	30	60	310	430
atl_486	2009-02-20	00:00	42.5	297.5	30	60	267.5	387.5
atl_487	2009-02-23	00:00	40	290	30	60	260	380
atl_488	2009-03-09	00:00	42.5	305	30	60	275	395
atl_489	2009-03-21	18:00	42.5	302.5	30	60	272.5	392.5
atl_490	2009-11-06	06:00	42.5	300	30	60	270	390
atl_491	2009-11-27	18:00	42.5	292.5	30	60	262.5	382.5
atl_492	2009-12-01	18:00	45	302.5	30	60	272.5	392.5
atl_493	2009-12-06	06:00	40	295	30	60	265	385
atl_494	2009-12-10	06:00	45	295	30	60	265	385
atl_495	2009-12-14	18:00	40	300	30	60	270	390
atl_496	2009-12-16	06:00	42.5	330	30	60	300	420
atl_497	2009-12-25	18:00	40	312.5	30	60	282.5	402.5
atl_498	2009-12-30	18:00	42.5	315	30	60	285	405
atl_499	2010-01-02	06:00	45	322.5	30	60	292.5	412.5
atl_500	2010-01-03	06:00	45	292.5	30	60	262.5	382.5
atl_501	2010-01-04	00:00	45	315	30	60	285	405
atl_502	2010-01-06	18:00	45	312.5	30	60	282.5	402.5
atl_503	2010-01-08	18:00	45	320	30	60	290	410
atl_504	2010-01-09	06:00	42.5	302.5	30	60	272.5	392.5
atl_505	2010-01-14	06:00	40	312.5	30	60	282.5	402.5
atl_506	2010-01-23	18:00	40	310	30	60	280	400
atl_507	2010-01-25	18:00	42.5	285	30	60	255	375
atl_508	2010-01-29	06:00	45	292.5	30	60	262.5	382.5
atl_509	2010-01-31	18:00	40	305	30	60	275	395
atl_510	2010-02-17	06:00	42.5	297.5	30	60	267.5	387.5
atl_511	2010-02-19	00:00	40	310	30	60	280	400
atl_512	2010-02-20	00:00	45	325	30	60	295	415
atl_513	2010-02-25	00:00	45	342.5	30	60	312.5	432.5
atl_514	2010-02-25	18:00	40	290	30	60	260	380
atl_515	2010-03-05	06:00	45	310	30	60	280	400
atl_516	2010-03-14	00:00	40	285	30	60	255	375
atl_517	2010-03-14	00:00	45	317.5	30	60	287.5	407.5
atl_518	2010-03-24	06:00	45	335	30	60	305	425
atl_519	2010-03-26	00:00	45	312.5	30	60	282.5	402.5
atl_520	2010-11-08	00:00	40	292.5	30	60	262.5	382.5
atl_521	2010-11-10	18:00	42.5	305	30	60	275	395
atl_522	2010-11-16	00:00	45	335	30	60	305	425
atl_523	2010-11-25	06:00	40	312.5	30	60	282.5	402.5
atl_524	2010-12-05	18:00	40	330	30	60	300	420
atl_525	2010-12-06	00:00	40	297.5	30	60	267.5	387.5
atl_526	2010-12-10	06:00	40	337.5	30	60	307.5	427.5
atl_527	2010-12-20	06:00	45	320	30	60	290	410
atl_528	2011-01-01	00:00	42.5	322.5	30	60	292.5	412.5
atl_529	2011-01-07	06:00	40	302.5	30	60	272.5	392.5
atl_530	2011-01-09	06:00	40	295	30	60	265	385
atl_531	2011-01-21	18:00	42.5	292.5	30	60	262.5	382.5
atl_532	2011-02-03	00:00	42.5	292.5	30	60	262.5	382.5
atl_533	2011-02-03	06:00	45	302.5	30	60	272.5	392.5
atl_534	2011-02-06	06:00	42.5	290	30	60	260	380
atl_535	2011-02-11	00:00	42.5	305	30	60	275	395
atl_536	2011-02-16	00:00	45	345	30	60	315	435
atl_537	2011-02-22	00:00	42.5	322.5	30	60	292.5	412.5
atl_538	2011-02-28	18:00	42.5	287.5	30	60	257.5	377.5
atl_539	2011-03-07	00:00	40	285	30	60	255	375
atl_540	2011-03-21	18:00	45	317.5	30	60	287.5	407.5
atl_541	2011-03-22	18:00	40	297.5	30	60	267.5	387.5
atl_542	2011-11-06	06:00	45	317.5	30	60	287.5	407.5
atl_543	2011-11-10	06:00	45	340	30	60	310	430
atl_544	2011-11-18	06:00	45	300	30	60	270	390
atl_545	2011-11-23	06:00	42.5	325	30	60	295	415
atl_546	2011-11-24	00:00	42.5	297.5	30	60	267.5	387.5
atl_547	2011-12-08	06:00	40	290	30	60	260	380
atl_548	2011-12-14	06:00	40	307.5	30	60	277.5	397.5
atl_549	2011-12-24	00:00	45	302.5	30	60	272.5	392.5
atl_550	2012-01-01	06:00	42.5	297.5	30	60	267.5	387.5
atl_551	2012-01-12	18:00	40	290	30	60	260	380
atl_552	2012-01-20	06:00	42.5	305	30	60	275	395
atl_553	2012-02-02	06:00	45	302.5	30	60	272.5	392.5
atl_554	2012-02-12	00:00	40	295	30	60	265	385
atl_555	2012-02-16	06:00	42.5	320	30	60	290	410
atl_556	2012-02-24	00:00	45	297.5	30	60	267.5	387.5
atl_557	2012-02-25	06:00	45	287.5	30	60	257.5	377.5
atl_558	2012-02-29	00:00	42.5	305	30	60	275	395
atl_559	2012-03-01	18:00	40	297.5	30	60	267.5	387.5
atl_560	2012-03-03	18:00	40	315	30	60	285	405
atl_561	2012-03-05	06:00	42.5	300	30	60	270	390
atl_562	2012-03-06	18:00	42.5	302.5	30	60	272.5	392.5
atl_563	2012-03-26	18:00	45	300	30	60	270	390
atl_564	2012-03-30	00:00	40	302.5	30	60	272.5	392.5
atl_565	2012-11-16	00:00	42.5	302.5	30	60	272.5	392.5
atl_566	2012-11-28	18:00	42.5	302.5	30	60	272.5	392.5
atl_567	2012-12-20	18:00	42.5	320	30	60	290	410
atl_568	2012-12-30	00:00	40	290	30	60	260	380
atl_569	2013-01-08	00:00	45	317.5	30	60	287.5	407.5
atl_570	2013-01-18	18:00	42.5	302.5	30	60	272.5	392.5
atl_571	2013-01-18	18:00	42.5	342.5	30	60	312.5	432.5
atl_572	2013-01-22	18:00	42.5	302.5	30	60	272.5	392.5
atl_573	2013-01-25	06:00	40	307.5	30	60	277.5	397.5
atl_574	2013-01-26	18:00	40	300	30	60	270	390
atl_575	2013-02-04	06:00	42.5	300	30	60	270	390
atl_576	2013-02-14	18:00	40	300	30	60	270	390
atl_577	2013-02-28	06:00	42.5	327.5	30	60	297.5	417.5
atl_578	2013-03-04	00:00	40	335	30	60	305	425
atl_579	2013-03-20	00:00	40	292.5	30	60	262.5	382.5
atl_580	2013-03-21	06:00	40	337.5	30	60	307.5	427.5
atl_581	2013-11-18	18:00	45	320	30	60	290	410
atl_582	2013-12-03	18:00	40	295	30	60	265	385
atl_583	2013-12-10	18:00	40	337.5	30	60	307.5	427.5
atl_584	2013-12-30	00:00	42.5	287.5	30	60	257.5	377.5
atl_585	2014-01-15	06:00	45	295	30	60	265	385
atl_586	2014-01-19	06:00	45	302.5	30	60	272.5	392.5
atl_587	2014-01-29	18:00	42.5	302.5	30	60	272.5	392.5
atl_588	2014-02-03	06:00	45	312.5	30	60	282.5	402.5
atl_589	2014-02-04	18:00	40	312.5	30	60	282.5	402.5
atl_590	2014-02-06	00:00	42.5	295	30	60	265	385
atl_591	2014-02-09	06:00	40	340	30	60	310	430
atl_592	2014-02-13	00:00	40	315	30	60	285	405
atl_593	2014-02-20	06:00	42.5	295	30	60	265	385
atl_594	2014-02-27	18:00	45	312.5	30	60	282.5	402.5
atl_595	2014-03-07	00:00	42.5	317.5	30	60	287.5	407.5
atl_596	2014-03-24	18:00	45	307.5	30	60	277.5	397.5
atl_597	2014-03-30	00:00	45	340	30	60	310	430
atl_598	2014-11-07	18:00	45	297.5	30	60	267.5	387.5
atl_599	2014-12-09	18:00	40	290	30	60	260	380
atl_600	2014-12-17	00:00	42.5	310	30	60	280	400
atl_601	2014-12-24	06:00	40	322.5	30	60	292.5	412.5
