wnp_id	date	time	lat	lon	domain_latMin	domain_latMax	domain_lonMin	domain_lonMax
wnp_424	2001-12-07	00:00	40	165	30	60	135	255
wnp_425	2001-12-13	06:00	45	140	30	60	110	230
wnp_426	2001-12-19	00:00	45	182.5	30	60	152.5	272.5
wnp_427	2001-12-22	06:00	40	155	30	60	125	245
wnp_428	2001-12-29	18:00	42.5	137.5	30	60	107.5	227.5
wnp_429	2002-01-02	18:00	42.5	162.5	30	60	132.5	252.5
wnp_430	2002-01-03	18:00	42.5	180	30	60	150	270
wnp_431	2002-01-11	06:00	42.5	190	30	60	160	280
wnp_432	2002-01-17	18:00	40	172.5	30	60	142.5	262.5
wnp_433	2002-02-07	00:00	40	155	30	60	125	245
wnp_434	2002-02-17	06:00	45	170	30	60	140	260
wnp_435	2002-02-17	18:00	45	137.5	30	60	107.5	227.5
wnp_436	2002-02-20	06:00	45	177.5	30	60	147.5	267.5
wnp_437	2002-03-02	06:00	45	145	30	60	115	235
wnp_438	2002-03-09	18:00	45	187.5	30	60	157.5	277.5
wnp_439	2002-03-11	18:00	40	167.5	30	60	137.5	257.5
wnp_440	2002-03-21	06:00	45	137.5	30	60	107.5	227.5
wnp_441	2002-03-23	18:00	40	157.5	30	60	127.5	247.5
wnp_442	2002-11-01	06:00	45	142.5	30	60	112.5	232.5
wnp_443	2002-11-07	18:00	45	140	30	60	110	230
wnp_444	2002-11-11	18:00	45	140	30	60	110	230
wnp_445	2002-11-18	00:00	42.5	140	30	60	110	230
wnp_446	2002-11-26	06:00	40	145	30	60	115	235
wnp_447	2002-11-28	18:00	45	167.5	30	60	137.5	257.5
wnp_448	2002-12-10	18:00	40	155	30	60	125	245
wnp_449	2002-12-16	18:00	40	142.5	30	60	112.5	232.5
wnp_450	2002-12-28	06:00	45	180	30	60	150	270
wnp_451	2002-12-29	18:00	45	170	30	60	140	260
wnp_452	2003-01-07	00:00	42.5	190	30	60	160	280
wnp_453	2003-01-13	06:00	40	187.5	30	60	157.5	277.5
wnp_454	2003-01-30	18:00	42.5	180	30	60	150	270
wnp_455	2003-02-05	18:00	40	157.5	30	60	127.5	247.5
wnp_456	2003-02-12	00:00	42.5	152.5	30	60	122.5	242.5
wnp_457	2003-02-15	00:00	45	190	30	60	160	280
wnp_458	2003-02-24	18:00	40	180	30	60	150	270
wnp_459	2003-03-03	06:00	40	142.5	30	60	112.5	232.5
wnp_460	2003-03-07	06:00	45	175	30	60	145	265
wnp_461	2003-03-10	18:00	42.5	185	30	60	155	275
wnp_462	2003-03-17	18:00	40	195	30	60	165	285
wnp_463	2003-03-21	06:00	40	160	30	60	130	250
wnp_464	2003-03-22	06:00	40	187.5	30	60	157.5	277.5
wnp_465	2003-03-27	18:00	42.5	142.5	30	60	112.5	232.5
wnp_466	2003-11-21	06:00	45	147.5	30	60	117.5	237.5
wnp_467	2003-11-29	18:00	42.5	142.5	30	60	112.5	232.5
wnp_468	2003-12-10	06:00	45	190	30	60	160	280
wnp_469	2003-12-13	06:00	42.5	175	30	60	145	265
wnp_470	2003-12-17	18:00	40	140	30	60	110	230
wnp_471	2003-12-19	18:00	40	152.5	30	60	122.5	242.5
wnp_472	2004-01-04	00:00	45	187.5	30	60	157.5	277.5
wnp_473	2004-01-04	06:00	45	155	30	60	125	245
wnp_474	2004-01-07	18:00	42.5	142.5	30	60	112.5	232.5
wnp_475	2004-01-13	06:00	40	142.5	30	60	112.5	232.5
wnp_476	2004-01-18	06:00	42.5	192.5	30	60	162.5	282.5
wnp_477	2004-01-22	18:00	45	140	30	60	110	230
wnp_478	2004-02-03	06:00	42.5	150	30	60	120	240
wnp_479	2004-02-04	06:00	42.5	165	30	60	135	255
wnp_480	2004-02-07	06:00	40	190	30	60	160	280
wnp_481	2004-02-14	18:00	42.5	140	30	60	110	230
wnp_482	2004-02-16	18:00	45	177.5	30	60	147.5	267.5
wnp_483	2004-02-26	00:00	45	142.5	30	60	112.5	232.5
wnp_484	2004-03-05	00:00	42.5	150	30	60	120	240
wnp_485	2004-03-26	06:00	45	147.5	30	60	117.5	237.5
wnp_486	2004-11-05	00:00	45	152.5	30	60	122.5	242.5
wnp_487	2004-11-07	18:00	42.5	177.5	30	60	147.5	267.5
wnp_488	2004-11-12	18:00	45	152.5	30	60	122.5	242.5
wnp_489	2004-12-01	06:00	40	182.5	30	60	152.5	272.5
wnp_490	2004-12-16	06:00	42.5	142.5	30	60	112.5	232.5
wnp_491	2004-12-19	18:00	42.5	135	30	60	105	225
wnp_492	2004-12-26	18:00	40	162.5	30	60	132.5	252.5
wnp_493	2004-12-29	06:00	45	187.5	30	60	157.5	277.5
wnp_494	2005-01-05	18:00	42.5	165	30	60	135	255
wnp_495	2005-01-06	00:00	42.5	192.5	30	60	162.5	282.5
wnp_496	2005-01-07	06:00	45	147.5	30	60	117.5	237.5
wnp_497	2005-01-11	00:00	42.5	175	30	60	145	265
wnp_498	2005-01-11	18:00	40	162.5	30	60	132.5	252.5
wnp_499	2005-01-20	18:00	40	155	30	60	125	245
wnp_500	2005-01-29	06:00	42.5	142.5	30	60	112.5	232.5
wnp_501	2005-02-10	18:00	45	160	30	60	130	250
wnp_502	2005-02-19	18:00	45	137.5	30	60	107.5	227.5
wnp_503	2005-02-22	18:00	40	135	30	60	105	225
wnp_504	2005-02-26	18:00	40	157.5	30	60	127.5	247.5
wnp_505	2005-03-03	00:00	42.5	187.5	30	60	157.5	277.5
wnp_506	2005-03-17	18:00	42.5	145	30	60	115	235
wnp_507	2005-03-21	00:00	42.5	180	30	60	150	270
wnp_508	2005-03-28	18:00	45	137.5	30	60	107.5	227.5
wnp_509	2005-11-06	18:00	42.5	137.5	30	60	107.5	227.5
wnp_510	2005-11-26	06:00	40	175	30	60	145	265
wnp_511	2005-11-28	06:00	40	157.5	30	60	127.5	247.5
wnp_512	2005-12-04	00:00	45	170	30	60	140	260
wnp_513	2005-12-05	00:00	40	137.5	30	60	107.5	227.5
wnp_514	2005-12-11	00:00	42.5	180	30	60	150	270
wnp_515	2005-12-13	18:00	40	172.5	30	60	142.5	262.5
wnp_516	2005-12-17	18:00	45	145	30	60	115	235
wnp_517	2005-12-19	00:00	42.5	170	30	60	140	260
wnp_518	2006-01-01	06:00	40	182.5	30	60	152.5	272.5
wnp_519	2006-01-06	06:00	40	172.5	30	60	142.5	262.5
wnp_520	2006-01-14	00:00	40	185	30	60	155	275
wnp_521	2006-01-24	06:00	45	182.5	30	60	152.5	272.5
wnp_522	2006-01-27	00:00	40	167.5	30	60	137.5	257.5
wnp_523	2006-01-27	18:00	40	185	30	60	155	275
wnp_524	2006-02-15	18:00	42.5	170	30	60	140	260
wnp_525	2006-03-01	18:00	40	147.5	30	60	117.5	237.5
wnp_526	2006-03-06	00:00	45	145	30	60	115	235
wnp_527	2006-03-18	18:00	45	140	30	60	110	230
wnp_528	2006-03-28	18:00	42.5	140	30	60	110	230
wnp_529	2006-03-31	00:00	40	152.5	30	60	122.5	242.5
wnp_530	2006-11-04	00:00	40	167.5	30	60	137.5	257.5
wnp_531	2006-11-07	06:00	42.5	142.5	30	60	112.5	232.5
wnp_532	2006-11-27	18:00	42.5	152.5	30	60	122.5	242.5
wnp_533	2006-12-01	06:00	42.5	175	30	60	145	265
wnp_534	2006-12-03	00:00	40	167.5	30	60	137.5	257.5
wnp_535	2006-12-08	06:00	45	167.5	30	60	137.5	257.5
wnp_536	2006-12-09	00:00	45	192.5	30	60	162.5	282.5
wnp_537	2006-12-16	18:00	40	187.5	30	60	157.5	277.5
wnp_538	2006-12-18	18:00	45	195	30	60	165	285
wnp_539	2006-12-29	00:00	42.5	182.5	30	60	152.5	272.5
wnp_540	2007-01-03	00:00	42.5	167.5	30	60	137.5	257.5
wnp_541	2007-01-14	06:00	40	165	30	60	135	255
wnp_542	2007-01-21	06:00	40	180	30	60	150	270
wnp_543	2007-01-26	00:00	42.5	182.5	30	60	152.5	272.5
wnp_544	2007-02-04	00:00	42.5	147.5	30	60	117.5	237.5
wnp_545	2007-02-07	18:00	45	172.5	30	60	142.5	262.5
wnp_546	2007-03-06	06:00	42.5	177.5	30	60	147.5	267.5
wnp_547	2007-03-09	00:00	45	160	30	60	130	250
wnp_548	2007-03-11	00:00	45	172.5	30	60	142.5	262.5
wnp_549	2007-03-18	06:00	45	160	30	60	130	250
wnp_550	2007-11-13	06:00	42.5	155	30	60	125	245
wnp_551	2007-11-20	00:00	42.5	137.5	30	60	107.5	227.5
wnp_552	2007-11-21	00:00	40	160	30	60	130	250
wnp_553	2007-12-03	18:00	42.5	155	30	60	125	245
wnp_554	2007-12-07	00:00	45	195	30	60	165	285
wnp_555	2007-12-08	06:00	42.5	177.5	30	60	147.5	267.5
wnp_556	2007-12-10	00:00	40	165	30	60	135	255
wnp_557	2007-12-14	00:00	40	150	30	60	120	240
wnp_558	2007-12-19	00:00	45	175	30	60	145	265
wnp_559	2007-12-23	00:00	45	180	30	60	150	270
wnp_560	2007-12-28	18:00	40	135	30	60	105	225
wnp_561	2007-12-30	18:00	45	162.5	30	60	132.5	252.5
wnp_562	2008-01-06	00:00	40	182.5	30	60	152.5	272.5
wnp_563	2008-01-17	18:00	40	177.5	30	60	147.5	267.5
wnp_564	2008-01-21	18:00	45	170	30	60	140	260
wnp_565	2008-01-23	18:00	42.5	140	30	60	110	230
wnp_566	2008-02-02	18:00	45	182.5	30	60	152.5	272.5
wnp_567	2008-02-10	00:00	40	190	30	60	160	280
wnp_568	2008-02-19	06:00	40	192.5	30	60	162.5	282.5
wnp_569	2008-02-23	00:00	42.5	137.5	30	60	107.5	227.5
wnp_570	2008-02-26	18:00	42.5	147.5	30	60	117.5	237.5
wnp_571	2008-02-28	18:00	40	175	30	60	145	265
wnp_572	2008-03-11	06:00	40	160	30	60	130	250
wnp_573	2008-03-12	00:00	42.5	155	30	60	125	245
wnp_574	2008-03-15	06:00	42.5	145	30	60	115	235
wnp_575	2008-11-02	00:00	40	157.5	30	60	127.5	247.5
wnp_576	2008-11-08	00:00	45	190	30	60	160	280
wnp_577	2008-11-11	00:00	45	190	30	60	160	280
wnp_578	2008-11-18	18:00	42.5	177.5	30	60	147.5	267.5
wnp_579	2008-11-29	18:00	42.5	142.5	30	60	112.5	232.5
wnp_580	2008-12-11	18:00	45	152.5	30	60	122.5	242.5
wnp_581	2008-12-14	18:00	40	157.5	30	60	127.5	247.5
wnp_582	2008-12-18	06:00	42.5	147.5	30	60	117.5	237.5
wnp_583	2008-12-21	18:00	40	195	30	60	165	285
wnp_584	2008-12-25	18:00	45	147.5	30	60	117.5	237.5
wnp_585	2008-12-31	00:00	45	145	30	60	115	235
wnp_586	2009-01-07	00:00	40	177.5	30	60	147.5	267.5
wnp_587	2009-01-09	06:00	45	185	30	60	155	275
wnp_588	2009-01-11	00:00	40	165	30	60	135	255
wnp_589	2009-01-19	00:00	42.5	142.5	30	60	112.5	232.5
wnp_590	2009-01-29	00:00	40	172.5	30	60	142.5	262.5
wnp_591	2009-02-19	18:00	45	165	30	60	135	255
wnp_592	2009-02-20	06:00	40	142.5	30	60	112.5	232.5
wnp_593	2009-02-24	00:00	40	162.5	30	60	132.5	252.5
wnp_594	2009-03-19	00:00	40	165	30	60	135	255
wnp_595	2009-03-22	06:00	42.5	140	30	60	110	230
wnp_596	2009-03-26	00:00	42.5	145	30	60	115	235
wnp_597	2009-03-27	06:00	40	170	30	60	140	260
wnp_598	2009-11-14	00:00	40	140	30	60	110	230
wnp_599	2009-11-15	00:00	42.5	135	30	60	105	225
wnp_600	2009-11-18	00:00	40	152.5	30	60	122.5	242.5
wnp_601	2009-11-23	06:00	40	192.5	30	60	162.5	282.5
wnp_602	2009-11-28	00:00	45	155	30	60	125	245
wnp_603	2009-12-09	00:00	45	180	30	60	150	270
wnp_604	2009-12-17	06:00	40	165	30	60	135	255
wnp_605	2009-12-20	06:00	42.5	182.5	30	60	152.5	272.5
wnp_606	2009-12-25	06:00	45	172.5	30	60	142.5	262.5
wnp_607	2009-12-25	18:00	40	135	30	60	105	225
wnp_608	2009-12-28	00:00	42.5	140	30	60	110	230
wnp_609	2009-12-30	06:00	40	135	30	60	105	225
wnp_610	2010-01-08	18:00	42.5	180	30	60	150	270
wnp_611	2010-01-13	00:00	42.5	152.5	30	60	122.5	242.5
wnp_612	2010-01-23	18:00	42.5	182.5	30	60	152.5	272.5
wnp_613	2010-02-07	06:00	40	177.5	30	60	147.5	267.5
wnp_614	2010-02-21	18:00	42.5	167.5	30	60	137.5	257.5
wnp_615	2010-02-22	18:00	45	142.5	30	60	112.5	232.5
wnp_616	2010-02-26	06:00	40	185	30	60	155	275
wnp_617	2010-03-01	00:00	42.5	162.5	30	60	132.5	252.5
wnp_618	2010-03-03	18:00	40	167.5	30	60	137.5	257.5
wnp_619	2010-03-05	06:00	40	147.5	30	60	117.5	237.5
wnp_620	2010-03-09	18:00	45	195	30	60	165	285
wnp_621	2010-03-15	18:00	42.5	142.5	30	60	112.5	232.5
wnp_622	2010-03-25	06:00	45	192.5	30	60	162.5	282.5
wnp_623	2010-11-13	06:00	42.5	192.5	30	60	162.5	282.5
wnp_624	2010-11-14	00:00	40	170	30	60	140	260
wnp_625	2010-11-17	00:00	42.5	167.5	30	60	137.5	257.5
wnp_626	2010-11-21	18:00	40	190	30	60	160	280
wnp_627	2010-11-27	18:00	45	137.5	30	60	107.5	227.5
wnp_628	2010-12-03	00:00	40	135	30	60	105	225
wnp_629	2010-12-14	00:00	42.5	145	30	60	115	235
wnp_630	2010-12-27	06:00	40	157.5	30	60	127.5	247.5
wnp_631	2010-12-31	00:00	40	137.5	30	60	107.5	227.5
wnp_632	2011-01-01	06:00	40	172.5	30	60	142.5	262.5
wnp_633	2011-01-10	00:00	42.5	192.5	30	60	162.5	282.5
wnp_634	2011-01-13	06:00	45	150	30	60	120	240
wnp_635	2011-01-18	00:00	45	187.5	30	60	157.5	277.5
wnp_636	2011-01-22	00:00	40	182.5	30	60	152.5	272.5
wnp_637	2011-01-28	18:00	42.5	195	30	60	165	285
wnp_638	2011-02-02	18:00	40	175	30	60	145	265
wnp_639	2011-02-18	00:00	42.5	190	30	60	160	280
wnp_640	2011-02-18	06:00	42.5	147.5	30	60	117.5	237.5
wnp_641	2011-03-07	18:00	40	155	30	60	125	245
wnp_642	2011-03-13	18:00	45	140	30	60	110	230
wnp_643	2011-03-16	06:00	40	155	30	60	125	245
wnp_644	2011-03-19	06:00	42.5	182.5	30	60	152.5	272.5
wnp_645	2011-03-25	18:00	40	162.5	30	60	132.5	252.5
wnp_646	2011-12-08	18:00	40	177.5	30	60	147.5	267.5
wnp_647	2011-12-11	06:00	45	195	30	60	165	285
wnp_648	2011-12-12	00:00	40	170	30	60	140	260
wnp_649	2011-12-13	18:00	40	180	30	60	150	270
wnp_650	2011-12-19	18:00	45	185	30	60	155	275
wnp_651	2011-12-21	06:00	42.5	195	30	60	165	285
wnp_652	2011-12-22	06:00	45	190	30	60	160	280
wnp_653	2011-12-23	18:00	40	167.5	30	60	137.5	257.5
wnp_654	2011-12-25	18:00	40	165	30	60	135	255
wnp_655	2011-12-30	00:00	45	142.5	30	60	112.5	232.5
wnp_656	2012-01-01	00:00	42.5	177.5	30	60	147.5	267.5
wnp_657	2012-01-01	06:00	45	172.5	30	60	142.5	262.5
wnp_658	2012-01-05	00:00	45	185	30	60	155	275
wnp_659	2012-01-05	18:00	42.5	175	30	60	145	265
wnp_660	2012-01-08	06:00	40	175	30	60	145	265
wnp_661	2012-01-11	18:00	40	160	30	60	130	250
wnp_662	2012-01-23	18:00	45	150	30	60	120	240
wnp_663	2012-02-01	00:00	40	137.5	30	60	107.5	227.5
wnp_664	2012-02-02	18:00	45	167.5	30	60	137.5	257.5
wnp_665	2012-02-07	18:00	45	160	30	60	130	250
wnp_666	2012-02-10	06:00	42.5	190	30	60	160	280
wnp_667	2012-02-13	06:00	40	180	30	60	150	270
wnp_668	2012-02-15	00:00	45	142.5	30	60	112.5	232.5
wnp_669	2012-02-29	06:00	45	182.5	30	60	152.5	272.5
wnp_670	2012-03-03	18:00	42.5	165	30	60	135	255
wnp_671	2012-03-12	18:00	40	152.5	30	60	122.5	242.5
wnp_672	2012-03-18	00:00	42.5	190	30	60	160	280
wnp_673	2012-03-18	18:00	42.5	155	30	60	125	245
wnp_674	2012-03-21	18:00	40	167.5	30	60	137.5	257.5
wnp_675	2012-03-30	00:00	45	172.5	30	60	142.5	262.5
wnp_676	2012-11-05	06:00	42.5	175	30	60	145	265
wnp_677	2012-11-14	06:00	45	152.5	30	60	122.5	242.5
wnp_678	2012-11-17	18:00	40	145	30	60	115	235
wnp_679	2012-11-29	18:00	40	182.5	30	60	152.5	272.5
wnp_680	2012-12-03	18:00	42.5	135	30	60	105	225
wnp_681	2012-12-08	06:00	40	142.5	30	60	112.5	232.5
wnp_682	2012-12-15	00:00	40	180	30	60	150	270
wnp_683	2012-12-15	18:00	45	172.5	30	60	142.5	262.5
wnp_684	2012-12-16	06:00	42.5	155	30	60	125	245
wnp_685	2012-12-18	06:00	45	145	30	60	115	235
wnp_686	2012-12-30	00:00	42.5	137.5	30	60	107.5	227.5
wnp_687	2013-01-05	18:00	45	192.5	30	60	162.5	282.5
wnp_688	2013-01-18	18:00	40	167.5	30	60	137.5	257.5
wnp_689	2013-01-24	18:00	42.5	140	30	60	110	230
wnp_690	2013-01-27	06:00	45	160	30	60	130	250
wnp_691	2013-02-01	18:00	42.5	190	30	60	160	280
wnp_692	2013-02-02	00:00	45	142.5	30	60	112.5	232.5
wnp_693	2013-02-03	00:00	45	160	30	60	130	250
wnp_694	2013-02-05	00:00	40	160	30	60	130	250
wnp_695	2013-02-07	00:00	42.5	137.5	30	60	107.5	227.5
wnp_696	2013-02-12	06:00	40	177.5	30	60	147.5	267.5
wnp_697	2013-02-17	18:00	42.5	180	30	60	150	270
wnp_698	2013-02-19	18:00	45	180	30	60	150	270
wnp_699	2013-02-22	00:00	45	175	30	60	145	265
wnp_700	2013-02-28	00:00	40	155	30	60	125	245
wnp_701	2013-03-01	06:00	42.5	137.5	30	60	107.5	227.5
wnp_702	2013-03-07	00:00	42.5	160	30	60	130	250
wnp_703	2013-03-09	00:00	45	152.5	30	60	122.5	242.5
wnp_704	2013-03-16	18:00	45	155	30	60	125	245
wnp_705	2013-03-17	18:00	42.5	175	30	60	145	265
wnp_706	2013-11-04	18:00	42.5	160	30	60	130	250
wnp_707	2013-11-10	00:00	45	142.5	30	60	112.5	232.5
wnp_708	2013-11-22	06:00	45	172.5	30	60	142.5	262.5
wnp_709	2013-12-10	00:00	42.5	140	30	60	110	230
wnp_710	2013-12-13	06:00	42.5	142.5	30	60	112.5	232.5
wnp_711	2013-12-14	06:00	42.5	180	30	60	150	270
wnp_712	2013-12-15	18:00	42.5	165	30	60	135	255
wnp_713	2013-12-27	06:00	42.5	147.5	30	60	117.5	237.5
wnp_714	2014-01-01	00:00	45	172.5	30	60	142.5	262.5
wnp_715	2014-01-01	06:00	45	145	30	60	115	235
wnp_716	2014-01-05	18:00	45	185	30	60	155	275
wnp_717	2014-01-14	18:00	42.5	182.5	30	60	152.5	272.5
wnp_718	2014-01-21	18:00	40	160	30	60	130	250
wnp_719	2014-01-26	06:00	42.5	150	30	60	120	240
wnp_720	2014-01-28	06:00	45	145	30	60	115	235
wnp_721	2014-01-29	06:00	45	192.5	30	60	162.5	282.5
wnp_722	2014-02-04	18:00	45	155	30	60	125	245
wnp_723	2014-02-20	18:00	42.5	185	30	60	155	275
wnp_724	2014-02-26	06:00	40	165	30	60	135	255
wnp_725	2014-02-28	00:00	40	195	30	60	165	285
wnp_726	2014-03-17	00:00	40	155	30	60	125	245
wnp_727	2014-03-18	06:00	40	182.5	30	60	152.5	272.5
wnp_728	2014-03-18	06:00	42.5	142.5	30	60	112.5	232.5
wnp_729	2014-03-25	18:00	42.5	190	30	60	160	280
wnp_730	2014-11-19	06:00	40	180	30	60	150	270
wnp_731	2014-11-25	18:00	42.5	165	30	60	135	255
wnp_732	2014-12-01	00:00	40	135	30	60	105	225
wnp_733	2014-12-05	00:00	40	155	30	60	125	245
wnp_734	2014-12-11	00:00	42.5	140	30	60	110	230
wnp_735	2014-12-16	06:00	42.5	137.5	30	60	107.5	227.5
wnp_736	2014-12-17	06:00	40	160	30	60	130	250
wnp_737	2014-12-28	18:00	40	192.5	30	60	162.5	282.5
wnp_738	2014-12-29	18:00	42.5	152.5	30	60	122.5	242.5
